G70001	Ἀαρών	aarōn	aaron	Aaron
G74637	συγκαθίζω	synkathizō	siynggaθiyzo	to sit down together
G74638	συγκακοπαθέω	synkakopatheō	siynggakopaθeo	to suffer together with
G74639	συγκακουχέομαι	synkakoucheomai	siynggakukheome	to be mistreated with
G74640	συγκαλέω	synkaleō	siynggaleo	to call together
G74641	συγκαλύπτω	synkalyptō	siynggaliypto	to conceal
G74642	συγκάμπτω	synkamptō	siynggampto	to be bent over
G74643	συγκαταβαίνω	synkatabainō	siynggataveno	to come
G74644	συγκατάθεσις	synkatathesis	siynggataθesiys	agreement
G74645	συγκατατίθεμαι	synkatatithemai	siynggatatiyθeme	to consent
G74646	συγκαταψηφίζομαι	synkatapsēphizomai	siynggatapsiyfiyzome	to be added
G74647	συγκεράννυμι	synkerannymi	siynggeranniymiy	to combine
G74648	συγκινέω	synkineō	siynggiyneo	to stir up
G74649	συγκλείω	synkleiō	siynggliyo	to catch
G74650	συγκληρονόμος	synklēronomos	siynggliyronomos	inheriting together
G74651	συγκοινωνέω	synkoinōneō	siynggiynoneo	to share with
G74652	συγκοινωνός	synkoinōnos	siynggiynonos	sharer
G74653	συγκομίζω	synkomizō	siynggomiyzo	to bury
G74654	συγκρίνω	synkrinō	siynggriyno	to express
G74655	συγκύπτω	synkyptō	siynggiypto	to bend over
G74656	συγκυρία	synkyria	siynggiyriya	event that just happens
G74657	συγχαίρω	synchairō	siyngghero	to rejoice with
G74658	συγχέω	syncheō	siynggheo	to baffle
G74659	συγχράομαι	synchraomai	siyngghraome	to associate with
G74660	σύγχυσις	synchysis	siyngghiysiys	uproar
G74661	συζάω	syzaō	siyzao	to live with
G74662	συζεύγνυμι	syzeugnymi	siyzevgniymiy	to join together
G74663	συζητέω	syzēteō	siyziyteo	to discuss
G74664	συζητητής	syzētētēs	siyziytiytiys	philosopher
G74665	σύζυγος	syzygos	siyziygos	yokefellow
G74666	συζωοποιέω	syzōopoieō	siyzoopiyeo	to make alive with
G74667	συκάμινος	sykaminos	siykamiynos	mulberry tree
G74668	συκῆ	sykē	siykiy	fig tree
G74669	συκομορέα	sykomorea	siykomorea	sycamore-fig tree
G74670	σῦκον	sykon	siykon	fig
G74671	συκοφαντέω	sykophanteō	siykofanteo	to accuse falsely
G74672	συλαγωγέω	sylagōgeō	siylagoyeo	to take captive
G74673	συλάω	sylaō	siylao	to rob
G74674	συλλαλέω	syllaleō	siyllaleo	to talk with
G74675	συλλαμβάνω	syllambanō	siyllamvano	to seize
G74676	συλλέγω	syllegō	siyllego	to pick
G74677	συλλογίζομαι	syllogizomai	siylloyiyzome	to discuss together
G74678	συλλυπέομαι	syllypeomai	siylliypeome	to be deeply distressed
G74679	συμβαίνω	symbainō	siymveno	to happen
G74680	συμβάλλω	symballō	siymvallo	to dispute with
G74681	συμβασιλεύω	symbasileuō	siymvasiylevo	to reign with
G74682	συμβιβάζω	symbibazō	siymviyvazo	to be held together
G74683	συμβουλεύω	symbouleuō	siymvulevo	to advise
G74684	συμβούλιον	symboulion	siymvuliyon	plan
G74685	σύμβουλος	symboulos	siymvulos	counselor
G74686	Συμεών	symeōn	siymeon	Simeon
G74687	συμμαθητής	symmathētēs	siymmaθiytiys	fellow disciple
G74688	συμμαρτυρέω	symmartyreō	siymmartiyreo	to testify with
G74689	συμμερίζομαι	symmerizomai	siymmeriyzome	to share with
G74690	συμμέτοχος	symmetochos	siymmetokhos	sharing with
G74691	συμμιμητής	symmimētēs	siymmiymiytiys	fellow imitator
G74692	συμμορφίζομαι	symmorphizomai	siymmorfiyzome	to become like
G74693	σύμμορφος	symmorphos	siymmorfos	conformed
G74694	συμπαθέω	sympatheō	siympaθeo	to sympathize with
G74695	συμπαθής	sympathēs	siympaθiys	sympathetic
G74696	συμπαραγίνομαι	symparaginomai	siymparayiynome	to come together
G74697	συμπαρακαλέομαι	symparakaleomai	siymparakaleome	to be mutually encouraged
G74698	συμπαραλαμβάνω	symparalambanō	siymparalamvano	to take along with
G74699	συμπάρειμι	sympareimi	siympariymiy	to be present with
G74700	συμπάσχω	sympaschō	siympaskho	to suffer with
G74701	συμπέμπω	sympempō	siympempo	to send with
G74702	συμπεριλαμβάνω	symperilambanō	siymperiylamvano	to put one's arms around
G74703	συμπίνω	sympinō	siympiyno	to drink with
G74704	συμπίπτω	sympiptō	siympiypto	to collapse
G74705	συμπληρόω	symplēroō	siympliyroo	to be swamped
G74706	συμπνίγω	sympnigō	siympniygo	to choke
G74707	συμπολίτης	sympolitēs	siympoliytiys	fellow citizen
G74708	συμπορεύομαι	symporeuomai	siymporevome	to go with
G74709	συμπόσιον	symposion	siymposiyon	group
G74710	συμπρεσβύτερος	sympresbyteros	siymprezviyteros	fellow elder
G74711	συμφέρω	sympherō	siymfero	to bring together
G74712	σύμφημι	symphēmi	siymfiymiy	to agree with
G74713	σύμφορον	symphoron	siymforon	beneficial
G74714	συμφυλέτης	symphyletēs	siymfiyletiys	one's own countrymen
G74715	συμφύομαι	symphyomai	siymfiyome	to grow up with
G74716	σύμφυτος	symphytos	siymfiytos	united
G74717	συμφωνέω	symphōneō	siymfoneo	to agree with
G74718	συμφώνησις	symphōnēsis	siymfoniysiys	harmony
G74719	συμφωνία	symphōnia	siymfoniya	music
G74720	σύμφωνος	symphōnos	siymfonos	mutually consenting
G74721	συμψηφίζω	sympsēphizō	siympsiyfiyzo	to calculate
G74722	σύμψυχος	sympsychos	siympsiykhos	united in spirit
G74723	σύν	syn	siyn	with
G74724	συνάγω	synagō	siynago	to gather together
G74725	συναγωγή	synagōgē	siynagoyiy	synagogue
G74726	συναγωνίζομαι	synagōnizomai	siynagoniyzome	to join in a struggle
G74727	συναθλέω	synathleō	siynaθleo	to contend at one's side
G74728	συναθροίζω	synathroizō	siynaθriyzo	to bring together
G74729	συναίρω	synairō	siynero	to settle
G74730	συναιχμάλωτος	synaichmalōtos	siynekhmalotos	fellow prisoner
G74731	συνακολουθέω	synakoloutheō	siynakoluθeo	to follow
G74732	συναλίζομαι	synalizomai	siynaliyzome	to eat with
G74733	συναλλάσσω	synallassō	siynallasso	to reconcile
G74734	συναναβαίνω	synanabainō	siynanaveno	to come with
G74735	συνανάκειμαι	synanakeimai	siynanakiyme	to eat with
G74736	συναναμίγνυμι	synanamignymi	siynanamiygniymiy	to associate with
G74737	συναναπαύομαι	synanapauomai	siynanapavome	to find rest together
G74738	συναντάω	synantaō	siynantao	to meet
G74739	συναντιλαμβάνομαι	synantilambanomai	siynantiylamvanome	to help
G74740	συναπάγομαι	synapagomai	siynapagome	to be led away
G74741	συναποθνῄσκω	synapothnēskō	siynapoθniysko	to die with
G74742	συναπόλλυμαι	synapollymai	siynapolliyme	to die with
G74743	συναποστέλλω	synapostellō	siynapostello	to send with
G74744	συναρμολογέομαι	synarmologeomai	siynarmoloyeome	to be joined together
G74745	συναρπάζω	synarpazō	siynarpazo	to seize
G74746	συναυξάνομαι	synauxanomai	siynafksanome	to grow together
G74747	συνδέομαι	syndeomai	siynðeome	to be imprisoned with
G74748	σύνδεσμος	syndesmos	siynðezmos	bond
G74749	συνδοξάζομαι	syndoxazomai	siynðoksazome	to be glorified with
G74750	σύνδουλος	syndoulos	siynðulos	fellow servant
G74751	συνδρομή	syndromē	siynðromiy	running together
G74752	συνεγείρω	synegeirō	siyneyiyro	to raise up with
G74753	συνέδριον	synedrion	siyneðriyon	Sanhedrin
G74754	συνείδησις	syneidēsis	siyniyðiysiys	conscience
G74755	σύνειμι	syneimi	siyniymiy	to be with
G74756	συνεισέρχομαι	syneiserchomai	siyniyserkhome	to enter together with
G74757	συνέκδημος	synekdēmos	siynekðiymos	traveling companion
G74758	συνεκλεκτός	syneklektos	siyneklektos	chosen together with
G74759	συνεπιμαρτυρέω	synepimartyreō	siynepiymartiyreo	to testify at the same time
G74760	συνεπιτίθεμαι	synepitithemai	siynepiytiyθeme	to join in an accusation
G74761	συνέπομαι	synepomai	siynepome	to accompany
G74762	συνεργέω	synergeō	siyneryeo	to work together
G74763	συνεργός	synergos	siynergos	fellow worker
G74764	συνέρχομαι	synerchomai	siynerkhome	to come together
G74765	συνεσθίω	synesthiō	siynesθiyo	to eat with
G74766	σύνεσις	synesis	siynesiys	understanding
G74767	συνετός	synetos	siynetos	intelligent
G74768	συνευδοκέω	syneudokeō	siynevðokeo	to approve of
G74769	συνευωχέομαι	syneuōcheomai	siynevokheome	to partake in a feast together
G74770	συνεφίστημι	synephistēmi	siynefiystiymiy	to join in an attack
G74771	συνέχω	synechō	siynekho	to cover
G74772	συνήδομαι	synēdomai	siyniyðome	to delight in agreement
G74773	συνήθεια	synētheia	siyniyθiya	custom
G74774	συνηλικιώτης	synēlikiōtēs	siyniyliykiyotiys	person of one's own age
G74775	συνθάπτομαι	synthaptomai	siynθaptome	to be buried with
G74776	συνθλάομαι	synthlaomai	siynθlaome	to be broken to pieces
G74777	συνθλίβω	synthlibō	siynθliyvo	to press around
G74778	συνθρύπτω	synthryptō	siynθriypto	to break
G74779	συνίημι	syniēmi	siyniyiymiy	to understand
G74780	σύνιημι	syniēmi	siyniyiymiy	to understand
G74781	συνιστάνω	synistanō	siyniystano	to understand
G74782	συνίστημι	synistēmi	siyniystiymiy	to commend
G74783	συνοδεύω	synodeuō	siynoðevo	to travel with
G74784	συνοδία	synodia	siynoðiya	company of travelers
G74785	σύνοιδα	synoida	siyniyða	to share knowledge with
G74786	συνοικέω	synoikeō	siyniykeo	to live with
G74787	συνοικοδομέω	synoikodomeō	siyniykoðomeo	to be built up together
G74788	συνομιλέω	synomileō	siynomiyleo	to talk with
G74789	συνομορέω	synomoreō	siynomoreo	to be next door to
G74790	συνοράω	synoraō	siynorao	to realize
G74791	συνοχή	synochē	siynokhiy	anguish
G74792	συντάσσω	syntassō	siyntasso	to command
G74793	συντέλεια	synteleia	siynteliya	end
G74794	συντελέω	synteleō	siynteleo	to finish
G74795	συντέμνω	syntemnō	siyntemno	to cut short
G74796	συντηρέω	syntēreō	siyntiyreo	to protect
G74797	συντίθεμαι	syntithemai	siyntiyθeme	to agree
G74798	συντόμως	syntomōs	siyntomos	briefly
G74799	συντρέχω	syntrechō	siyntrekho	to run together
G74800	συντρίβω	syntribō	siyntriyvo	to break
G74801	σύντριμμα	syntrimma	siyntriymma	ruin
G74802	σύντροφος	syntrophos	siyntrofos	brought up with
G74803	συντυγχάνω	syntynchanō	siyntiyngghano	to come together with
G74804	Συντύχη	syntychē	siyntiykhiy	Syntyche
G74805	συνυποκρίνομαι	synypokrinomai	siyniypokriynome	to join in one's hypocrisy
G74806	συνυπουργέω	synypourgeō	siyniypuryeo	to join to help
G74807	συνωδίνω	synōdinō	siynoðiyno	suffer together
G74808	συνωμοσία	synōmosia	siynomosiya	plot
G74809	Συράκουσαι	syrakousai	siyrakuse	Syracuse
G74810	Συρία	syria	siyriya	Syria
G74811	Σύρος	syros	siyros	Syrian
G74812	Συροφοινίκισσα	syrophoinikissa	siyrofiyniykiyssa	a Syrophoenician woman
G74813	Σύρτις	syrtis	siyrtiys	Syrtis
G74814	σύρω	syrō	siyro	to drag
G74815	συσπαράσσω	sysparassō	siysparasso	to cause to convulse
G74816	σύσσημον	syssēmon	siyssiymon	signal
G74817	σύσσωμος	syssōmos	siyssomos	co-member of a body
G74818	συστατικός	systatikos	siystatiykos	commendatory
G74819	συσταυρόομαι	systauroomai	siystavroome	to be crucified with
G74820	συστέλλω	systellō	siystello	to wrap up
G74821	συστενάζω	systenazō	siystenazo	to join in groaning
G74822	συστοιχέω	systoicheō	siystiykheo	to correspond
G74823	συστρατιώτης	systratiōtēs	siystratiyotiys	fellow soldier
G74824	συστρέφω	systrephō	siystrefo	to gather up
G74825	συστροφή	systrophē	siystrofiy	commotion
G74826	συσχηματίζομαι	syschēmatizomai	siyskhiymatiyzome	to conform to a pattern
G74827	Συχάρ	sychar	siykhar	Sychar
G74828	Συχέμ	sychem	siykhem	Shechem
G74829	σφαγή	sphagē	sfayiy	slaughter
G74830	σφάγιον	sphagion	sfayiyon	offering for slaughter
G74831	σφάζω	sphazō	sfazo	to kill
G74832	σφόδρα	sphodra	sfoðra	very
G74833	σφοδρῶς	sphodrōs	sfoðros	violently
G74834	σφραγίζω	sphragizō	sfrayiyzo	to seal
G74835	σφραγίς	sphragis	sfrayiys	seal
G74836	σφυδρόν	sphydron	sfiyðron	ankle
G74837	σχεδόν	schedon	skheðon	nearly
G74838	σχῆμα	schēma	skhiyma	form
G74839	σχίζω	schizō	skhiyzo	to tear
G74840	σχίσμα	schisma	skhiyzma	tear
G74841	σχοινίον	schoinion	skhiyniyon	cords
G74842	σχολάζω	scholazō	skholazo	to devote oneself to
G74843	σχολή	scholē	skholiy	lecture hall
G74844	σῴζω	sōzō	sozo	to save
G74845	σῶμα	sōma	soma	body
G74846	σωματικός	sōmatikos	somatiykos	bodily
G74847	σωματικῶς	sōmatikōs	somatiykos	bodily
G74848	Σώπατρος	sōpatros	sopatros	Sopater
G74849	σωρεύω	sōreuō	sorevo	to heap up
G74850	Σωσθένης	sōsthenēs	sosθeniys	Sosthenes
G74851	Σωσίπατρος	sōsipatros	sosiypatros	Sosipater
G74852	σωτήρ	sōtēr	sotiyr	Savior
G74853	σωτηρία	sōtēria	sotiyriya	salvation
G74854	σωτήριος	sōtērios	sotiyriyos	bringing salvation
G74855	σωφρονέω	sōphroneō	sofroneo	to be of a sound mind
G74856	σωφρονίζω	sōphronizō	sofroniyzo	to train
G74857	σωφρονισμός	sōphronismos	sofroniyzmos	self-discipline
G74858	σωφρόνως	sōphronōs	sofronos	in self-control
G74859	σωφροσύνη	sōphrosynē	sofrosiyniy	propriety
G74860	σώφρων	sōphrōn	sofron	self-controlled
G74861	Ταβέρνη	tabernē	taverniy	tavern
G74862	Ταβιθά	tabitha	taviyθa	Tabitha
G74863	τάγμα	tagma	tagma	turn
G74864	τακτός	taktos	taktos	appointed
G74865	ταλαιπωρέω	talaipōreō	taleporeo	to grieve
G74866	ταλαιπωρία	talaipōria	taleporiya	misery
G74867	ταλαίπωρος	talaipōros	taleporos	wretched
G74868	ταλαντιαῖος	talantiaios	talantiyeos	weighing a talent
G74869	τάλαντον	talanton	talanton	talent
G74870	ταλιθα	talitha	taliyθa	talitha
G74871	ταμεῖον	tameion	tamiyon	room
G74872	τάξις	taxis	taksiys	order
G74873	ταπεινός	tapeinos	tapiynos	humble
G74874	ταπεινοφροσύνη	tapeinophrosynē	tapiynofrosiyniy	humility
G74875	ταπεινόφρων	tapeinophrōn	tapiynofron	humble
G74876	ταπεινόω	tapeinoō	tapiynoo	to humble
G74877	ταπείνωσις	tapeinōsis	tapiynosiys	humbleness
G74878	ταράσσω	tarassō	tarasso	to trouble
G74879	τάραχος	tarachos	tarakhos	commotion
G74880	Ταρσεύς	tarseus	tarsefs	Tarsus
G74881	Ταρσός	tarsos	tarsos	Tarsus
G74882	ταρταρόω	tartaroō	tartaroo	to send to hell
G74883	τάσσω	tassō	tasso	to appoint
G74884	ταῦρος	tauros	tavros	bull
G74885	ταφή	taphē	tafiy	burial place
G74886	τάφος	taphos	tafos	tomb
G74887	τάχα	tacha	takha	perhaps
G74888	ταχέως	tacheōs	takheos	quickly
G74889	ταχινός	tachinos	takhiynos	swift
G74890	τάχιον	tachion	takhiyon	quickly
G74891	τάχος	tachos	takhos	quickness
G74892	ταχύ	tachy	takhiy	quick
G74893	ταχύς	tachys	takhiys	quick
G74894	τέ	te	te	and
G74895	τεῖχος	teichos	tiykhos	wall
G74896	τεκμήριον	tekmērion	tekmiyriyon	convincing proof
G74897	τεκνίον	teknion	tekniyon	dear children
G74898	τεκνογονέω	teknogoneō	teknogoneo	to have children
G74899	τεκνογονία	teknogonia	teknogoniya	childbearing
G74900	τέκνον	teknon	teknon	child
G74901	τεκνοτροφέω	teknotropheō	teknotrofeo	to bring up children
G74902	τέκτων	tektōn	tekton	carpenter
G74903	τέλειος	teleios	teliyos	perfect
G74904	τελειότης	teleiotēs	teliyotiys	perfection
G74905	τελειόω	teleioō	teliyoo	to perfect
G74906	τελείως	teleiōs	teliyos	perfectly
G74907	τελείωσις	teleiōsis	teliyosiys	perfection
G74908	τελειωτής	teleiōtēs	teliyotiys	a finisher
G74909	τελεσφορέω	telesphoreō	telesforeo	to mature
G74910	τελευτάω	teleutaō	teleftao	to die
G74911	τελευτή	teleutē	teleftiy	death
G74912	τελέω	teleō	teleo	to finish
G74913	τέλος	telos	telos	end
G74914	τελώνης	telōnēs	teloniys	tax collector
G74915	τελώνιον	telōnion	teloniyon	tax collector's booth
G74916	τέρας	teras	teras	wonder
G74917	Τέρτιος	tertios	tertiyos	Tertius
G74918	Τέρτυλλος	tertyllos	tertiyllos	Tertullus
G74919	τέσσαρες	tessares	tessares	four
G74920	τεσσαρεσκαιδέκατος	tessareskaidekatos	tessareskeðekatos	fourteenth
G74921	τεσσεράκοντα	tesserakonta	tesserakonta	forty
G74922	τεσσερακονταετής	tesserakontaetēs	tesserakontaetiys	forty years
G74923	τεταρταῖος	tetartaios	tetarteos	fourth
G74924	τέταρτος	tetartos	tetartos	fourth
G74925	τετρααρχέω	tetraarcheō	tetraarkheo	to be a tetrarch
G74926	τετραάρχης	tetraarchēs	tetraarkhiys	tetrarch
G74927	τετράγωνος	tetragōnos	tetragonos	square
G74928	τετράδιον	tetradion	tetraðiyon	squad of four soldiers
G74929	τετρακισχίλιοι	tetrakischilioi	tetrakiyskhiyliyiy	four thousand
G74930	τετρακόσιοι	tetrakosioi	tetrakosiyiy	four hundred
G74931	τετράμηνος	tetramēnos	tetramiynos	four months
G74932	τετραπλοῦς	tetraplous	tetraplus	four times
G74933	τετράπους	tetrapous	tetrapus	four-footed
G74934	τεφρόω	tephroō	tefroo	to reduce to ashes
G74935	τέχνη	technē	tekhniy	skill
G74936	τεχνίτης	technitēs	tekhniytiys	craftsman
G74937	τήκομαι	tēkomai	tiykome	to be melted
G74938	τηλαυγῶς	tēlaugōs	tiylavgos	clearly
G74939	τηλικοῦτος	tēlikoutos	tiyliykutos	so great
