G1	阿拉法
H6742	餅
H6743	推向前
H6744	亨通
H6745	延展的
H6746	延長的
H6747	深的
H6748	烤過的
H6749	跌下去
H6750	發玎璫聲
H6751	蔭影
H6752	蔭
H6753	哈悉勒玻尼
H6754	幻影
H6755	偶像
H6756	撒們
H6757	死蔭
H6758	撒摩拿
H6759	撒慕拿
H6760	彎曲
H6761	跛行
H6762	洗拉
H6763	肋骨
H6764	薩拉
H6765	西羅非哈
H6766	泄撒
H6767	刷刷響聲
H6768	洗勒
H6769	洗勒太
H6770	渴
H6771	口渴的
H6772	乾渴
H6773	乾渴
H6774	乾旱之地
H6775	連合
H6776	一對
H6777	帕子
H6778	葡萄餅
H6779	長出
H6780	生長
H6781	鐲子
H6782	羅網
H6783	刪除
H6784	乾涸
H6785	羊毛
H6786	洗瑪利人
H6787	洗瑪臉
H6788	柔白的
H6789	拔除
H6790	尋
H6791	荊棘
H6792	羊群
H6793	鉤
H6794	暗渠
H6795	降落
H6796	荊棘
H6797	頭巾
H6798	枯萎
H6799	洗楠
H6800	屈辱
H6801	包裹
H6802	球
H6803	瓶
H6804	筒
H6805	步行
H6806	步行
H6807	前進
H6808	傾倒
H6809	帕子
H6810	小的
H6811	撒益
H6812	小
H6813	裝載
H6814	鎖安
H6815	撒拿音
H6816	雕塑
H6817	呼喊
H6818	呼喊
H6819	微小者
H6820	瑣珥
H6821	黏著
H6822	傾向前
H6823	包裹
H6824	埋沒
H6825	洗玻
H6826	包圍
H6827	洗分
H6828	隱藏
H6829	撒分
H6830	北方的
H6831	洗分人
H6832	排泄物
H6833	小鳥
H6834	西撥
H6835	碟
H6836	警醒
H6837	洗非芸
H6838	細薄餅
H6839	瑣腓
H6840	財寶
H6841	公山羊
H6842	公山羊
H6843	冠冕
H6844	守望
H6845	遮蔽
H6846	西番雅
H6847	撒發那忒巴內亞
H6848	毒蛇
H6849	樹枝
H6850	咕咕
H6851	柳枝
H6852	跳過
H6853	飛鳥
H6854	猛跳之物
H6855	西坡拉
H6856	爪
H6857	洗法
H6858	柱頂
H6859	洗法
H6860	洗革拉
H6861	口袋
H6862	挾窄
H6863	側耳
H6864	石
H6865	推羅
H6866	燃燒
H6867	大火
H6868	洗利達
H6869	困難
H6870	洗魯雅
H6871	洗魯阿
H6872	包裹
H6873	清亮
H6874	西利
H6875	精華
H6876	推羅人
H6877	城堡
H6878	需要
H6879	災害
H6880	黃蜂
H6881	瑣拉
H6882	瑣拉人
H6883	大痲瘋
H6884	鎔化
H6885	提煉者
H6886	撒勒法
H6887	重擊
H6888	西利拉
H6889	洗列
H6890	細列哈沙轄
H6891	撒拉但
H6892	嘔吐
H6893	鵜鶘
H6894	洞
H6895	舀出
H6896	反芻動物的第一胃
H6897	腹部
H6898	帳篷
H6899	群眾
H6900	墳墓
H6901	容納
H6902	獲得
H6903	在前
H6904	撞城槌
H6905	面前
H6906	遮蔽
H6907	盃
H6908	握住
H6909	甲薛
H6910	聚藏
H6911	基伯先
H6912	葬
H6913	墳墓
H6914	基博羅哈他瓦
H6915	萎縮
H6916	桂皮
H6917	原始的英雄
H6918	聖的
H6919	點著
H6920	發炎
H6921	前面部分
H6922	聖
H6923	設計
H6924	前面
H6925	以前
H6926	前面
H6927	以前
H6928	先時
H6929	基底瑪
H6930	東方的
H6931	早期
H6932	基底莫
H6933	第一
H6934	甲篾
H6935	甲摩尼人
H6936	頭上冠冕
H6937	灰色的
H6938	基達
H6939	汲淪
H6940	幽暗的
H6941	帶黑色的
H6942	潔淨
H6943	基低斯
H6944	聖所
H6945	獻身者
H6946	加低斯
H6947	加低斯巴尼亞
H6948	妓女
H6949	麻木的
H6950	招聚
H6951	聚集
H6952	聚集
H6953	聚集者
H6954	基希拉他
H6955	哥轄
H6956	哥轄人
H6957	繩子
H6958	嘔吐
H6959	盔
H6960	綁在一起
H6961	準繩
H6962	切去
H6963	聲音
H6964	哥賴雅
H6965	起來
H6966	安排
H6967	高
H6968	提高
H6969	奏曲
H6970	歌亞
H6971	猴子
H6972	採下
H6973	厭惡
H6974	醒起
H6975	荊棘
H6976	哥斯
H6977	髮髻
H6978	強壯的
H6979	挖掘
H6980	溝
H6981	可利
H6982	椽
H6983	致力
H6984	古沙雅
H6985	一點
H6986	害處
H6987	滅絕
H6988	香味
H6989	基土拉
H6990	剪去
H6991	剪除
H6992	殺害
H6993	兇殺
H6994	減少
H6995	細小的
H6996	小的
H6997	哈加坦
H6998	脫去
H6999	燒香
H7000	圍以籬
H7001	結
H7002	香味
H7003	基倫
H7004	煙燻
H7005	加他
H7006	嘔吐
H7007	收割
H7008	煙
H7009	對手
H7010	命令
H7011	長存
H7012	起來
H7013	槍矛
H7014	該隱
H7015	哀歌
H7016	基拿
H7017	基尼
H7018	該南
H7019	收割
H7020	最後的
H7021	葫蘆
H7022	恥辱
H7023	牆壁
H7024	吉珥
H7025	吉珥哈列設
H7026	基綠
H7027	基士
H7028	基順
H7029	基示
H7030	七弦琴
H7031	輕快的
H7032	聲音
H7033	烤
H7034	輕快
H7035	聚集
H7036	羞辱
H7037	釜
H7038	傷害
H7039	烘的麥穗
H7040	加萊
H7041	基拉雅
H7042	基利他
H7043	輕的
H7044	變明亮
H7045	誹謗
H7046	藐視
H7047	笑柄
H7048	譏誚
H7049	投擲
H7050	投擲
H7051	拋擲者
H7052	薄弱的
H7053	叉尖
H7054	直立物
H7055	基母利
H7056	加們
H7057	有刺的植物
H7058	麵粉
H7059	拔
H7060	衰殘
H7061	抓握一把
H7062	抓握
H7063	有刺的植物
H7064	巢
H7065	熱心
H7066	購
H7067	嫉忌
H7068	嫉妒
H7069	實現
H7070	蘆葦
H7071	加拿
H7072	嫉妒的
H7073	基納斯
H7074	基尼洗人
H7075	萬物
H7076	桂皮
H7077	豎立
H7078	顛倒
H7079	基納
H7080	分配
H7081	籤
H7082	砍除
H7083	杯
H7084	基伊拉
H7085	割切
H7086	碗
H7087	收縮
H7088	收縮
H7089	收縮
H7090	箭豬
H7091	箭蛇
H7092	靠近
H7093	終了
H7094	修剪
H7095	樣式
H7096	砍斷
H7097	極
H7098	終端
H7099	界限
H7100	茴香花
H7101	長官
H7102	肉桂
H7103	基洗亞
H7104	伊麥基悉
H7105	切斷
H7106	剝去
H7107	破裂
H7108	暴怒
H7109	忿怒
H7110	碎片
H7111	碎片
H7112	砍斷
H7113	砍下
H7114	剪掉
H7115	短缺
H7116	短缺的
H7117	終止
H7118	完結
H7119	涼
H7120	寒冷
H7121	召
H7122	遭遇
H7123	召
H7124	呼叫者
H7125	相會晤
H7126	接近
H7127	進到
H7128	敵意遭遇
H7129	爭戰
H7130	中心
H7131	近
H7132	接近
H7133	帶到祭壇的物
H7134	斧
H7135	寒冷
H7136	偶然發生
H7137	發生
H7138	臨近
H7139	脫髮
H7140	冰
H7141	可拉
H7142	禿頭
H7143	加利亞
H7144	光禿
H7145	可拉人
H7146	光禿處
H7147	敵意相對
H7148	被召的
H7149	城
H7150	宣告
H7151	城市
H7152	加略
H7153	基列亞巴
H7154	基列巴力
H7155	基列胡瑣
H7156	基列亭
H7157	基列耶琳
H7158	基列薩拿
H7159	遮蔽
H7160	用角牴刺
H7161	角
H7162	角
H7163	基連哈樸
H7164	伸出
H7165	節
H7166	踝
H7167	撕裂
H7168	破布
H7169	捏
H7170	控告
H7171	拔除
H7172	地板
H7173	甲加
H7174	加各
H7175	板
H7176	城
H7177	加珥他
H7178	加珥坦
H7179	碎稭
H7180	黃瓜
H7181	側耳
H7182	傾聽
H7183	傾聽
H7184	瓶
H7185	稠密
H7186	嚴厲的
H7187	精確
H7188	殘酷
H7189	公正
H7190	頑固
H7191	基善
H7192	錠
H7193	鱗
H7194	連結
H7195	圖謀
H7196	衣帶
H7197	枯萎
H7198	弓箭
H7199	弓箭手
H7200	看
H7201	食肉鳥
H7202	看見的
H7203	先見
H7204	哈羅以
H7205	流便
H7206	流便人
H7207	瞥見
H7208	流瑪
H7209	鏡子
H7210	景象
H7211	利亞雅
H7212	瞥見
H7213	升起
H7214	野牛
H7215	高貴的
H7216	拉末
H7217	頭
H7218	頭
H7219	有毒植物
H7220	羅施
H7221	起先
H7222	頭
H7223	第一
H7224	首先
H7225	首次
H7226	枕頭
H7227	豐富的
H7228	弓箭手
H7229	首領
H7230	豐富
H7231	共同計算
H7232	射箭
H7233	豐富
H7234	伸展
H7235	多
H7236	長大成人
H7237	拉巴
H7238	增多
H7239	萬
H7240	一萬個一萬
H7241	雨
H7242	項飾
H7243	第四
H7244	第四
H7245	拉璧
H7246	調勻
H7247	利比拉
H7248	拉墨
H7249	拉撒力
H7250	蹲踞
H7251	四邊的
H7252	倒下
H7253	第四
H7254	利巴
H7255	四分之一
H7256	第四代
H7257	蹲伏
H7258	安歇之處
H7259	利百加
H7260	巨大
H7261	偉人
H7262	拉伯沙基
H7263	土塊
H7264	發抖
H7265	惹動烈怒
H7266	暴怒
H7267	騷動
H7268	膽怯
H7269	驚惶
H7270	窺探
H7271	腳
H7272	腳
H7273	步兵
H7274	羅基琳
H7275	共同投
H7276	利健
H7277	一堆
H7278	利堅米勒
H7279	發怨言
H7280	搖蕩
H7281	霎時
H7282	平靜的
H7283	騷亂
H7284	紛紛聚集
H7285	紛擾的群眾
H7286	踏成碎片
H7287	踏下去
H7288	拉代
H7289	帕子
H7290	使昏暈
H7291	追趕
H7292	極力的驅策
H7293	拉哈伯
H7294	拉哈伯
H7295	粗野
H7296	矜誇
H7297	害怕
H7298	槽
H7299	形狀
H7300	踐踏
H7301	解渴
H7302	喝足的
H7303	羅迦
H7304	自由的呼吸
H7305	空間
H7306	吹
H7307	風
H7308	心思
H7309	鬆緩
H7310	滿足
H7311	高
H7312	高
H7313	頌揚
H7314	高處
H7315	高度
H7316	魯瑪
H7317	昂然自得
H7318	提高
H7319	提高
H7320	羅幔提以謝
H7321	損傷
H7322	磨成粉末
H7323	跑
H7324	流出
H7325	流涎
H7326	缺乏
H7327	路得
H7328	奧祕
H7329	使憔悴
H7330	薄弱
H7331	利遜
H7332	消瘦
H7333	顯要的人物
H7334	消瘦
H7335	霎眼
H7336	重大
H7337	擴大
H7338	寬闊
H7339	寬闊
H7340	利合
H7341	寬
H7342	寬闊的
H7343	喇合
H7344	利何伯
H7345	利哈比雅
H7346	羅波安
H7347	磨石
H7348	利宏
H7349	憐憫
H7350	遙遠的
H7351	槽板
H7352	遠
H7353	母羊
H7354	拉結
H7355	撫弄
H7356	憐憫
H7357	拉含
H7358	母腹
H7359	同情
H7360	禿鵰
H7361	少女
H7362	慈悲的
H7363	孵
H7364	洗
H7365	侍候
H7366	沐浴
H7367	洗濯處
H7368	增廣
H7369	遙遠的
H7370	湧出
H7371	叉草耙
H7372	潮溼的
H7373	浸溼
H7374	恐佈
H7375	恢復活力
H7376	擊碎
H7377	浸濕
H7378	擾亂
H7379	競爭
H7380	利拜
H7381	氣味
H7382	氣味
H7383	去殼的粗麥
H7384	利法
H7385	虛空
H7386	空的
H7387	虛空地
H7388	唾液
H7389	貪窮
H7390	嬌嫩
H7391	柔弱
H7392	騎
H7393	車
H7394	利甲
H7395	馬車御者
H7396	馬車
H7397	利迦人
H7398	車
H7399	財產
H7400	誹謗販子
H7401	溫柔
H7402	貿易
H7403	拉哈勒
H7404	貿易
H7405	繫住
H7406	山脊
H7407	羅網
H7408	積蓄
H7409	馬匹
H7410	蘭
H7411	投擲
H7412	扔
H7413	高臺
H7414	拉瑪
H7415	蛆
H7416	石榴
H7417	臨門
H7418	拉抹
H7419	一堆
H7420	槍
H7421	亞蘭人
H7422	拉米
H7423	疏忽
H7424	種驢
H7425	利瑪利
H7426	升起
H7427	擢升
H7428	臨門帕烈
H7429	踐踏
H7430	迅速滑行
H7431	爬蟲
H7432	利篾
H7433	拉抹
H7434	拉抹米斯巴
H7435	拉瑪人
H7436	拉瑪瑣非
H7437	拉抹利希
H7438	歡呼
H7439	作颼颼聲
H7440	隆隆作響
H7441	林拿
H7442	隆隆作響
H7443	鴕鳥
H7444	歡呼
H7445	歡呼
H7446	勒撒
H7447	滴落成碎片
H7448	韁繩
H7449	利鮮
H7450	磨成粉末
H7451	不良
H7452	雷聲
H7453	同伴
H7454	意念
H7455	惡
H7456	飢餓
H7457	飢餓的
H7458	饑餓
H7459	饑荒
H7460	戰兢
H7461	戰兢
H7462	照管羊群
H7463	同伴
H7464	女同伴
H7465	破損
H7466	拉吳
H7467	流珥
H7468	女伴
H7469	寄望
H7470	心意
H7471	草場
H7472	利以
H7473	牧人
H7474	女伴
H7475	願望
H7476	領會
H7477	圍繞
H7478	旋繞
H7479	長面紗
H7480	利來雅
H7481	戰慄
H7482	雷聲
H7483	馬鬃
H7484	拉瑪
H7485	拉米
H7486	蘭塞
H7487	青綠
H7488	青翠
H7489	損傷
H7490	壓碎
H7491	滴下
H7492	摔碎
H7493	震動
H7494	震動
H7495	恢復健康
H7496	不明確的
H7497	偉人
H7498	拉法
H7499	藥
H7500	醫治
H7501	利法益
H7502	鋪設
H7503	放鬆
H7504	鬆弛
H7505	拉孚
H7506	利法
H7507	欄杆
H7508	利非訂
H7509	利法雅
H7510	鬆弛
H7511	踐踏
H7512	踏
H7513	筏子
H7514	憑依
H7515	踹
H7516	污泥
H7517	畜廄
H7518	碎片
H7519	跑
H7520	懷疑著看
H7521	喜悅
H7522	悅納
H7523	撞成碎片
H7524	打碎
H7525	利寫
H7526	利汛
H7527	刺透
H7528	排列
H7529	紅熱的石頭
H7530	利色
H7531	熱石
H7532	利斯巴
H7533	壓成碎片
H7534	使瘦弱
H7535	緊湊
H7536	唾液
H7537	朽爛
H7538	朽爛
H7539	朽爛
H7540	踏
H7541	細薄
H7542	拉昆
H7543	作香
H7544	香
H7545	香膏
H7546	作香者
H7547	加有香料的物
H7548	女作香者
H7549	寬闊
H7550	薄餅
H7551	使呈雜色
H7552	利金
H7553	雜色的
H7554	踐踏地面
H7555	錘出
H7556	吐唾沫
H7557	拉甲
H7558	許可
H7559	記錄
H7560	簽署
H7561	行惡
H7562	邪惡
H7563	道德上的罪
H7564	惡
H7565	火炭
H7566	利悉
H7567	毀壞
H7568	網
H7569	鍊
H7570	沸騰
H7571	沸騰
H7572	鍊子
H7573	套以軛
H7574	羅騰樹
H7575	利提瑪
H7576	繫住
H7577	繫住的
H7578	恐佈
H7579	打水
H7580	抱怨
H7581	咆哮
H7582	衝進
H7583	目瞪口呆
H7584	風暴
H7585	陰間
H7586	掃羅
H7587	掃羅人
H7588	喧嘩
H7589	藐視
H7590	蔑視
H7591	荒廢
H7592	詢問
H7593	問
H7594	示押
H7595	詢問
H7596	懇求
H7597	撒拉鐵
H7598	撒拉鐵
H7599	憑依
H7600	安心的
H7601	搶奪
H7602	急於吸入
H7603	酵
H7604	增大
H7605	餘留
H7606	其餘的
H7607	肉身
H7608	女系血親
H7609	舍伊拉
H7610	施亞雅述
H7611	剩下的
H7612	毀壞
H7613	大痲瘋的癤子
H7614	示巴
H7615	示巴人
H7616	碎片
H7617	被擄去
H7618	寶石
H7619	細布業
H7620	七的
H7621	宣誓
H7622	放逐
H7623	大聲宣說
H7624	崇拜
H7625	宗族
H7626	小枝
H7627	細罷特
H7628	放逐
H7629	朔比
H7630	朔拜
H7631	火燄
H7632	火燄
H7633	放逐
H7634	沙迦
H7635	通路的痕跡
H7636	髮網
H7637	第七
H7638	結網
H7639	網
H7640	女人長裙尾部
H7641	水流
H7642	蝸牛
H7643	示班
H7644	舍伯那
H7645	示巴尼
H7646	充分滿足
H7647	豐足
H7648	滿足
H7649	滿足
H7650	起誓
H7651	七
H7652	示巴
H7653	滿足
H7654	滿足
H7655	七
H7656	示巴
H7657	七十
H7658	七個
H7659	七倍
H7660	織線於框內
H7661	牽累
H7662	停止
H7663	細察
H7664	期望
H7665	打破
H7666	穀物的交易
H7667	破碎
H7668	穀物
H7669	示別
H7670	破裂
H7671	示巴琳
H7672	糾纏
H7673	安息
H7674	安息
H7675	開會
H7676	休息
H7677	守安息日
H7678	沙比太
H7679	長大
H7680	加增
H7681	沙基
H7682	崇高
H7683	迷路
H7684	錯誤
H7685	增大
H7686	迷路
H7687	西割
H7688	觀看
H7689	強大的
H7690	大
H7691	道德上的過失
H7692	離正
H7693	同房
H7694	王后
H7695	合法的皇后
H7696	說狂言
H7697	癲狂
H7698	幼雛
H7699	女性的胸部
H7700	鬼魔
H7701	搶奪
H7702	磨擦
H7703	粗魯的
H7704	田野
H7705	妻子
H7706	全能者
H7707	示丟珥
H7708	西訂
H7709	田園
H7710	枯焦
H7711	枯萎
H7712	竭力
H7713	排列
H7714	沙得拉
H7715	沙得拉
H7716	羊
H7717	見證
H7718	寶石
H7719	朔含
H7720	頸上掛的圓環
H7721	起來
H7722	災禍
H7723	災禍
H7724	示法
H7725	回
H7726	背道的
H7727	朔罷
H7728	背道者
H7729	歸回
H7730	叢林
H7731	朔法
H7732	朔巴
H7733	朔百
H7734	退卻
H7735	圍上籬笆
H7736	突出
H7737	使相等
H7738	毀壞
H7739	使相似
H7740	沙微
H7741	沙微基列亭
H7742	沉思默想
H7743	沉落
H7744	書亞
H7745	深坑
H7746	書哈
H7747	書亞人
H7748	書含
H7749	書含人
H7750	推出
H7751	向前推
H7752	鞭子
H7753	編織
H7754	樹枝
H7755	梭哥
H7756	蘇甲人
H7757	裙
H7758	赤裸
H7759	書拉密女
H7760	安置
H7761	吩咐
H7762	蒜
H7763	朔默
H7764	書尼
H7765	書尼人
H7766	書念
H7767	書念人
H7768	得以自由
H7769	呼叫
H7770	書亞
H7771	高貴的
H7772	書耳人
H7773	呼求
H7774	書雅
H7775	呼求
H7776	狐狼
H7777	書亞
H7778	管門者
H7779	裂開
H7780	朔法
H7781	書反人
H7782	喇叭
H7783	溢出
H7784	街市
H7785	腿
H7786	征服
H7787	鋸
H7788	轉動
H7789	窺探
H7790	仇敵
H7791	圍牆
H7792	牆
H7793	書珥
H7794	小公牛
H7795	圍繞
H7796	梭烈
H7797	光明的
H7798	沙威沙
H7799	百合花
H7800	書珊
H7801	書珊迦人
H7802	為證的百合花
H7803	書提拉
H7804	釋放
H7805	晒成褐色
H7806	搓合
H7807	失望的
H7808	交換思想
H7809	捐贈
H7810	捐贈
H7811	游泳
H7812	壓下
H7813	小池
H7814	笑
H7815	骯髒
H7816	坑
H7817	下沉
H7818	踩出
H7819	宰
H7820	錘出
H7821	宰
H7822	炎症
H7823	長大
H7824	薄板
H7825	陷阱
H7826	獅子
H7827	施喜列
H7828	海鷗
H7829	瘦弱
H7830	驕傲
H7831	沙哈洗瑪
H7832	笑
H7833	搗碎
H7834	粉末
H7835	成昏暗
H7836	破曉
H7837	黎明
H7838	幽黑的
H7839	開始
H7840	黝黑的
H7841	示哈利
H7842	沙哈連
H7843	衰敗
H7844	朽壞
H7845	坑
H7846	離開正路
H7847	行為不軌
H7848	皂莢
H7849	展開
H7850	鞭韃
H7851	什亭
H7852	潛伏
H7853	攻擊
H7854	對頭
H7855	反對者
H7856	西提拿
H7857	湧出
H7858	洪水
H7859	側旁
H7860	書記
H7861	施提賚
H7862	禮物
H7863	高超
H7864	示法
H7865	西雲
H7866	示按
H7867	上了年紀
H7868	長老
H7869	年紀老邁
H7870	歸回
H7871	居住
H7872	老年
H7873	退去
H7874	沸騰
H7875	石灰
H7876	記住
H7877	示撒
H7878	思想
H7879	沉思
H7880	發出
H7881	感想
H7882	陷阱
H7883	西曷
H7884	西曷立納
H7885	槳
H7886	細羅
H7887	示羅
H7888	示羅人
H7889	示門
H7890	尿
H7891	唱
H7892	歌
H7893	白
H7894	示沙
H7895	示撒
H7896	放置
H7897	衣服
H7898	灌木叢
H7899	荊棘
H7900	棚
H7901	躺臥
H7902	躺臥
H7903	同睡
H7904	放縱情慾
H7905	標槍
H7906	西沽
H7907	奉行者
H7908	喪失兒子
H7909	喪失親屬的
H7910	醉酒的
H7911	誤放
H7912	找到忘記的物
H7913	健忘的
H7914	顯明的目的物
H7915	刀
H7916	雇工
H7917	雇用
H7918	編織圈套
H7919	慎重的
H7920	視為
H7921	掉胎
H7922	才智
H7923	喪子
H7924	才智
H7925	傾向
H7926	肩頭
H7927	示劍
H7928	示劍的
H7929	肩胛骨
H7930	示劍人
H7931	居住
H7932	居住
H7933	居所
H7934	居民
H7935	示迦尼
H7936	雇用
H7937	喝醉
H7938	工資
H7939	報償
H7940	沙甲
H7941	酒精飲料
H7942	施基崙
H7943	酒精飲料
H7944	過錯
H7945	因為
H7946	安靜的
H7947	分隔
H7948	隔離物
H7949	要雪白
H7950	雪
H7951	安靜
H7952	誤導
H7953	拉出
H7954	安全
H7955	錯誤
H7956	示拉
H7957	火的閃耀
H7958	鵪鶉
H7959	安全
H7960	過失
H7961	安靜
H7962	安全
H7963	安全
H7964	解除
H7965	安全
H7966	報答
H7967	沙龍
H7968	沙崙
H7969	三
H7970	三十
H7971	送走
H7972	安置
H7973	投擲的標槍
H7974	沙拉
H7975	西羅亞
H7976	生枝
H7977	示利希
H7978	實忻
H7979	桌子
H7980	轄制
H7981	有統治權
H7982	盾牌
H7983	有權勢的人
H7984	統治者
H7985	最高權威
H7986	惡婦
H7987	隱居
H7988	嬰孩
H7989	強有力的
H7990	有權力的
H7991	三倍
H7992	第三
H7993	拋出去
H7994	獵鷹
H7995	被砍
H7996	沙利基
H7997	剝下
H7998	掠奪物
H7999	使平安
H8000	完成
H8001	幸運
H8002	報答
H8003	完全
H8004	撒冷
H8005	報答
H8006	示冷
H8007	薩瑪
H8008	外衣
H8009	撒門
H8010	所羅門
H8011	報應
H8012	撒門
H8013	示羅摩
H8014	薩買
H8015	示羅米
H8016	示冷人
H8017	示路蔑
H8018	示利米雅
H8019	示羅密
H8020	沙勒幔
H8021	賄賂
H8022	撒縵以色
H8023	示羅尼
H8024	示拉人
H8025	拔出來
H8026	沙列
H8027	三重
H8028	示利斯
H8029	第三代的後裔
H8030	施沙
H8031	沙利沙
H8032	三重地
H8033	在那裏
H8034	名字
H8035	閃
H8036	名字
H8037	珊瑪
H8038	善以別
H8039	示米暗
H8040	黑暗
H8041	左
H8042	在左邊
H8043	示米暗
H8044	珊迦
H8045	遺棄
H8046	毀滅
H8047	廢墟
H8048	沙瑪
H8049	珊合
H8050	撒母耳
H8051	沙母亞
H8052	所聽見的
H8053	沙密
H8054	沙瑪
H8055	愉快
H8056	歡樂
H8057	歡樂
H8058	推下
H8059	豁免
H8060	沙買
H8061	示米大
H8062	示米大人
H8063	厚毯
H8064	天
H8065	天
H8066	八
H8067	八弦琴
H8068	荊棘
H8069	沙密
H8070	示米拉末
H8071	衣服
H8072	桑拉
H8073	薩買
H8074	驚奇
H8075	驚奇
H8076	毀壞
H8077	毀壞
H8078	驚惶失惜
H8079	蜥蜴
H8080	發亮
H8081	油
H8082	油滑的
H8083	八
H8084	八十
H8085	聽見
H8086	聽見
H8087	示瑪
H8088	耳聞
H8089	風聲
H8090	示瑪
H8091	沙瑪
H8092	示米亞
H8093	示米亞
H8094	示瑪
H8095	西緬
H8096	示每
H8097	示每人
H8098	示瑪雅
H8099	西緬人
H8100	示米押
H8101	示米押人
H8102	細微的聲音
H8103	輕蔑的低語
H8104	圍樹籬
H8105	保藏
H8106	撒瑪
H8107	謹守
H8108	看守
H8109	警醒
H8110	伸崙
H8111	撒瑪利亞
H8112	伸崙米崙
H8113	申利
H8114	示瑪利雅
H8115	撒瑪利亞
H8116	示米利
H8117	伸崙人
H8118	撒瑪利亞人
H8119	申拉
H8120	事奉
H8121	太陽
H8122	太陽
H8123	參孫
H8124	伸帥
H8125	珊示萊
H8126	舒瑪人
H8127	牙
H8128	牙
H8129	善
H8130	恨惡
H8131	恨惡
H8132	改變
H8133	改變
H8134	示納
H8135	恨
H8136	改變
H8137	示拿薩
H8138	摺疊
H8139	睡
H8140	年
H8141	年
H8142	睡
H8143	象牙
H8144	深紅色
H8145	雙重的
H8146	恨惡
H8147	二
H8148	銳敏的
H8149	示尼珥
H8150	磨尖
H8151	緊壓
H8152	示拿
H8153	睡覺
H8154	搶奪
H8155	搶奪
H8156	撕裂
H8157	裂開
H8158	切成碎片
H8159	注視
H8160	觀看
H8161	嘩喇聲
H8162	麻毛織品
H8163	長粗毛髮
H8164	陣雨
H8165	西珥
H8166	母山羊
H8167	西伊拉
H8168	手掌
H8169	沙賓
H8170	沙本人
H8171	沙琳
H8172	扶持
H8173	凝視
H8174	沙亞弗
H8175	起風暴
H8176	打開
H8177	髮
H8178	暴風
H8179	張開
H8180	度量
H8181	毛
H8182	可怕的
H8183	颶風
H8184	粗糙
H8185	毛髮
H8186	可佈的
H8187	示亞利雅
H8188	梭琳
H8189	沙拉音
H8190	沙甲
H8191	快樂
H8192	摩擦
H8193	嘴唇
H8194	乾酪
H8195	示玻
H8196	宣判
H8197	書反
H8198	婢女
H8199	審判
H8200	審判
H8201	宣判
H8202	沙法
H8203	示法提雅
H8204	拾弗但
H8205	赤裸
H8206	書品
H8207	蛇的一種
H8208	沙斐
H8209	美麗的
H8210	傾注
H8211	傾倒處
H8212	管
H8213	降低
H8214	卑微
H8215	極卑微的
H8216	低階的
H8217	降低的
H8218	降低
H8219	低地
H8220	無精打釆的
H8221	示番
H8222	鬍鬚
H8223	沙番
H8224	息末
H8225	實弗米人
H8226	隱藏
H8227	沙番
H8228	資源
H8229	豐富的
H8230	示非
H8231	輝耀
H8232	美麗
H8233	美
H8234	沙斐
H8235	光亮
H8236	施弗拉
H8237	華麗的
H8238	黎明
H8239	安置
H8240	羊圈
H8241	爆發
H8242	網
H8243	腿
H8244	縛牢
H8245	警覺
H8246	像杏花形狀
H8247	杏樹
H8248	暢飲
H8249	飲
H8250	飲料
H8251	可厭惡
H8252	休息
H8253	寧靜
H8254	懸掛
H8255	舍客勒
H8256	無花果樹
H8257	下沉
H8258	凹陷
H8259	伸出
H8260	窗孔
H8261	窗櫺
H8262	卑鄙的
H8263	污穢
H8264	追逐
H8265	媚眼
H8266	欺騙
H8267	不真實
H8268	水槽
H8269	首領
H8270	帶
H8271	釋放
H8272	沙利色
H8273	震動的赤熱
H8274	示利比
H8275	王權的杖
H8276	編織
H8277	穿孔
H8278	縫線
H8279	線陀
H8280	較力
H8281	使自由
H8282	女主人
H8283	撒拉
H8284	築城
H8285	手鐲
H8286	西鹿
H8287	沙魯險
H8288	皮帶
H8289	沙崙
H8290	沙崙人
H8291	葡萄樹
H8292	吹口哨
H8293	自由
H8294	西拉
H8295	傷痕
H8296	割切
H8297	撒萊
H8298	沙賴
H8299	植物的卷鬚
H8300	殘存的
H8301	撒立
H8302	鎧甲
H8303	西連
H8304	西萊雅
H8305	梳刷亞麻
H8306	絃
H8307	頑梗
H8308	交織
H8309	普通的
H8310	撒西金
H8311	延長
H8312	慎思
H8313	著火
H8314	燃燒
H8315	薩拉
H8316	焚毀
H8317	蠕動
H8318	群集
H8319	發出尖銳聲
H8320	鮮紅
H8321	葡萄樹
H8322	嘲笑
H8323	統治
H8324	敵對
H8325	沙拉
H8326	臍帶
H8327	札根
H8328	根
